,№ - ТОП,№,Адрес,Площадь м2,Год,Этажей,Подьездов,Помещений / Квартир
334,,24947.0,"б-р. Рождественский, д. 22/23, стр. 1, Москва",1967.2,1917,4,,
335,,24973.0,"ул. Рословка, д. 10, к. 2, Москва",2597.3,2003,4,,
336,,24974.0,"ул. Рословка, д. 10, к. 1, Москва",3211.0,2004,4,,
337,,24976.0,"ул. Рословка, д. 10, к. 4, Москва",3209.4,2004,4,,
339,,24979.0,"ул. Рословка, д. 12, к. 2, Москва",3677.4,2004,4,,
340,,24981.0,"ул. Рословка, д. 12, к. 3, Москва",3720.8,2004,4,,
341,,25164.0,"ул. Рудневой, д. 6, Москва",2883.0,1935,4,4,24
342,,25165.0,"ул. Рудневой, д. 8, Москва",1291.0,1939,4,,
343,,25170.0,"пер. Руновский, д. 5, стр. 2, Москва",1753.6,1910,4,,
344,,25171.0,"пер. Руновский, д. 8, стр. 1, Москва",641.9,1913,4,,
345,,25237.0,"ул. Руставели, д. 13/12, к. 1, Москва",6083.0,1951,4,,
346,,25238.0,"ул. Руставели, д. 13/12, к. 2, Москва",6197.0,1952,4,,
347,,25245.0,"пер. Рыбников, д. 13/3, Москва",1134.0,1880,4,,
348,,25294.0,"пр-кт. Рязанский, д. 63, Москва",2606.9,1957,4,,
349,,25296.0,"пр-кт. Рязанский, д. 65, Москва",2645.0,1959,4,,
350,,25346.0,"ул. Садовая-Каретная, д. 8, стр. 1, Москва",1166.0,1917,4,,
351,,25347.0,"ул. Садовая-Каретная, д. 8, стр. 2, Москва",1166.0,1917,4,,
352,,25348.0,"ул. Садовая-Каретная, д. 8, стр. 4, Москва",881.0,1917,4,,
353,,25350.0,"ул. Садовая-Каретная, д. 20, стр. 1, Москва",5287.0,1822,4,,
354,,25351.0,"ул. Садовая-Каретная, д. 20, стр. 2, Москва",4065.0,1917,4,,
355,,25352.0,"ул. Садовая-Каретная, д. 22, стр. 1, Москва",1600.0,1906,4,,
356,,25365.0,"ул. Садовая-Кудринская, д. 23, стр. 5, Москва",802.6,1912,4,,
357,,25366.0,"ул. Садовая-Кудринская, д. 26/40, Москва",1434.0,1916,4,,
358,,25370.0,"ул. Садовая-Самотечная, д. 4, Москва",3749.0,1917,4,,
359,,25396.0,"ул. Садовая-Триумфальная, д. 18, Москва",770.0,1917,4,,
360,,25418.0,"ул. Садовническая, д. 58, стр. 1, Москва",3143.3,1910,4,,
361,,25419.0,"ул. Садовническая, д. 61, стр. 1, Москва",949.1,1905,4,,
362,,25422.0,"ул. Садовническая, д. 66, Москва",1771.2,1900,4,,
364,,25426.0,"ул. Садовническая, д. 78, стр. 4, Москва",911.9,1906,4,,
365,,25524.0,"ул. Самокатная, д. 3/8, Москва",1924.0,1900,4,,
366,,25567.0,"проезд. Саперный, д. 8, к. 1, Москва",1136.0,1959,4,,
367,,25593.0,"ул. Саратовская, д. 6/2, Москва",7791.0,1951,4,,
368,,25595.0,"ул. Саратовская, д. 8/1, Москва",6726.0,1951,4,,
369,,25598.0,"ул. Саратовская, д. 10, к. 2, Москва",1836.0,4,4,,
370,,25600.0,"ул. Саратовская, д. 12/2, Москва",6196.0,1951,4,,
371,,25643.0,"пер. Сверчков, д. 10, Москва",3467.0,1917,4,2,21
372,,25644.0,"п. Первомайское, д. Губцево, ул. Светлая, д. 60, Москва",4308.3,1978,4,,
373,,25645.0,"проезд. Светлогорский, д. 1, Москва",2214.0,1955,4,,
374,,25655.0,"проезд. Светлый, д. 4, к. 1, Москва",3003.5,1957,4,,
375,,25656.0,"проезд. Светлый, д. 4, к. 2, Москва",3374.3,1957,4,,
376,,25657.0,"проезд. Светлый, д. 4, к. 3, Москва",2829.9,1958,4,,
377,,25658.0,"проезд. Светлый, д. 4, к. 4, Москва",2835.2,1959,4,,
378,,25659.0,"проезд. Светлый, д. 6, к. 1, Москва",976.1,1957,4,,
379,,25660.0,"проезд. Светлый, д. 6, к. 2, Москва",963.4,1957,4,,
380,,25661.0,"проезд. Светлый, д. 6, к. 3, Москва",967.3,1959,4,,
381,,25663.0,"проезд. Светлый, д. 8, к. 1, Москва",959.5,1957,4,,
382,,25664.0,"проезд. Светлый, д. 8, к. 2, Москва",945.5,1957,4,,
383,,25665.0,"проезд. Светлый, д. 8, к. 3, Москва",977.4,1958,4,,
384,,25666.0,"проезд. Светлый, д. 10, к. 1, Москва",2820.3,1957,4,,
385,,25667.0,"проезд. Светлый, д. 10, к. 2, Москва",2807.4,1957,4,,
386,,25668.0,"проезд. Светлый, д. 10, к. 3, Москва",2893.3,1957,4,,
387,,25669.0,"проезд. Светлый, д. 10, к. 4, Москва",2868.4,1958,4,,
388,,25861.0,"пр-кт. Севастопольский, д. 1, к. 3, Москва",2753.8,1956,4,,
389,,25862.0,"пр-кт. Севастопольский, д. 1, к. 4, Москва",980.3,1956,4,,
390,,25863.0,"пр-кт. Севастопольский, д. 1, к. 5, Москва",2975.0,1956,4,,
391,,25868.0,"пр-кт. Севастопольский, д. 3, к. 5, Москва",965.8,1956,4,,
392,,25871.0,"пр-кт. Севастопольский, д. 3, к. 9, Москва",1235.5,1956,4,,
393,,26027.0,"ул. Селезневская, д. 13, стр. 1, Москва",3316.0,1901,4,,
394,,26095.0,"туп. Семинарский, д. 14, Москва",982.0,1955,4,,
395,,26138.0,"пер. Серебряный, д. 5, Москва",1938.8,1830,4,,
396,,26187.0,"пер. Сеченовский, д. 8, стр. 3, Москва",2003.0,1904,4,,
397,,26189.0,"проезд. Сибирский, д. 2, стр. 4, Москва",2014.0,1917,4,,
398,,26221.0,"пер. Сивцев Вражек, д. 42, стр. 1, Москва",983.5,1900,4,,
399,,26441.0,"ул. Скаковая, д. 7/21, стр. а, Москва",2147.0,1917,4,,
400,,26457.0,"пер. Скатертный, д. 8/1, стр. 1, Москва",2116.7,1985,4,,
401,,26463.0,"пер. Скатертный, д. 23, Москва",1342.3,1887,4,1,8
403,,26518.0,"ш. Сколковское, д. 26, к. 1, Москва",2572.0,1960,4,,
404,,26581.0,"пл. Смоленская-Сенная, д. 27, стр. 7, Москва",1449.0,1900,4,,
405,,26761.0,"ул. Соколово-Мещерская, д. 32, Москва",3694.2,2003,4,,
406,,26919.0,"пер. Сорокин, д. 9, Москва",1348.0,1959,4,,
407,,26923.0,"аллея. Сосновая, д. 2, Москва",2604.4,1958,4,,
408,,26924.0,"аллея. Сосновая, д. 4, Москва",2247.8,1959,4,,
409,,26987.0,"пер. Спасопесковский, д. 3/1, стр. 2, Москва",1211.6,1929,4,,
410,,26990.0,"ул. Спиридоновка, д. 10, Москва",2705.8,1910,4,,
411,,27000.0,"ул. Спиридоновка, д. 25/20, стр. 1, Москва",1246.3,1917,4,,
412,,27008.0,"пер. Спиридоньевский, д. 5, стр. 2, Москва",1693.6,1912,4,,
413,,27014.0,"ул. Спортивная, д. 1/9, Москва",2629.0,1958,4,,
414,,27027.0,"проезд. Спортивный, д. 4, Москва",2609.3,1959,4,,
415,,27028.0,"проезд. Спортивный, д. 4А, Москва",1937.4,1962,4,,
416,,27029.0,"проезд. Спортивный, д. 4Б, Москва",2098.8,1963,4,,
417,,27030.0,"проезд. Спортивный, д. 6, Москва",1912.9,1959,4,,
418,,27033.0,"пер. Золоторожский Ср., д. 9/11, Москва",2670.0,1927,4,,
419,,27037.0,"пер. Кисловский Ср., д. 5/6, стр. 14, Москва",1983.9,1928,4,,
421,,27046.0,"ул. Калитниковская Ср., д. 24, Москва",3474.0,1957,4,,
422,,27051.0,"ул. Первомайская Ср., д. 12, Москва",2028.2,1950,4,,
424,,27116.0,"ул. Ставропольская, д. 44, Москва",2052.5,1961,4,,
425,,27188.0,"ул. Басманная Стар., д. 5, стр. 1, Москва",1262.2,1908,4,,
426,,27195.0,"ул. Басманная Стар., д. 12, стр. 2, Москва",1238.0,1890,4,,
427,,27203.0,"ул. Басманная Стар., д. 20, к. 5, Москва",1660.2,1917,4,,
428,,27281.0,"пер. Старокирочный, д. 14, Москва",625.3,1910,4,,
429,,27293.0,"пер. Староконюшенный, д. 33, Москва",2450.4,1900,4,,
430,,27294.0,"пер. Староконюшенный, д. 36, стр. 2, Москва",1844.7,2003,4,,
431,,27308.0,"ш. Старомарьинское, д. 6, Москва",1143.3,1957,4,1,14
432,,27324.0,"пер. Старомонетный, д. 24, Москва",1795.5,1948,4,,
433,,27347.0,"пер. Старосадский, д. 10, стр. 1, Москва",4140.0,1860,4,,
434,,27438.0,"пер. Столешников, д. 9, стр. 1, Москва",4141.0,1917,4,,
435,,27440.0,"пер. Столовый, д. 4, Москва",2940.8,1900,4,,
436,,27470.0,"б-р. Страстной, д. 12, стр. 1, Москва",3887.0,1917,4,,
437,,27681.0,"ул. Суворовская, д. 6, Москва",2852.3,1940,4,,
438,,27706.0,"ул. Судакова, д. 28, Москва",1612.0,1957,4,,
439,,27737.0,"ул. Судостроительная, д. 26, к. 2, Москва",3638.6,1961,4,,
441,,27745.0,"ул. Судостроительная, д. 30, к. 3, Москва",1649.3,1959,4,,
442,,27773.0,"ул. Суздальская, д. 6, к. 1, Москва",3530.5,1998,4,,
443,,27775.0,"ул. Суздальская, д. 6, к. 3, Москва",3145.5,2000,4,,
444,,27897.0,"ул. Сущевская, д. 9, Москва",1902.0,1910,4,,
445,,27923.0,"ул. Сходненская, д. 4а, Москва",1970.0,1961,4,,
446,,27927.0,"ул. Сходненская, д. 13, Москва",3007.0,1958,4,,
447,,27931.0,"ул. Сходненская, д. 18а, Москва",1998.0,1960,4,,
448,,27933.0,"ул. Сходненская, д. 22а, Москва",1991.0,1959,4,,
449,,27936.0,"ул. Сходненская, д. 28а, Москва",2632.0,1959,4,,
450,,27938.0,"ул. Сходненская, д. 32, Москва",1984.0,1958,4,,
451,,27942.0,"ул. Сходненская, д. 36/11, Москва",3117.0,1955,4,,
452,,27945.0,"ул. Сходненская, д. 44/17, Москва",6483.0,1955,4,,
453,,27946.0,"ул. Сходненская, д. 46/14, Москва",4126.0,1955,4,,
454,,27947.0,"ул. Сходненская, д. 48, Москва",2666.0,1954,4,,
455,,27948.0,"ул. Сходненская, д. 50, Москва",4084.0,1957,4,,
456,,27953.0,"туп. Сытинский, д. 1, стр. 4, Москва",2027.7,1899,4,,
457,,27955.0,"пер. Сытинский, д. 5/10, стр. 3, Москва",1660.3,1917,4,,
458,,27956.0,"ул. Таганрогская, д. 1, Москва",2069.0,1959,4,,
459,,27973.0,"ул. Таганрогская, д. 17, Москва",2500.0,1960,4,,
460,,27975.0,"ул. Таганрогская, д. 19, Москва",1639.0,1961,4,,
461,,27976.0,"ул. Таганрогская, д. 21, Москва",2267.0,1961,4,3,48
462,,27993.0,"ул. Таймырская, д. 8, к. 1, Москва",2310.0,1960,4,,
463,,27994.0,"ул. Таймырская, д. 8, к. 2, Москва",2042.0,1960,4,,
464,,28031.0,"ул. Талалихина, д. 35, Москва",2406.0,1958,4,,
465,,28250.0,"ул. Тверская, д. 6, стр. 6, Москва",6182.0,1891,4,,
466,,28257.0,"ул. Тверская, д. 12, стр. 6, Москва",1021.0,1917,4,,
467,,28260.0,"ул. Тверская, д. 12, стр. 9, Москва",2599.0,1917,4,,
468,,28282.0,"проезд. Тенистый, д. 6, Москва",2636.0,1960,4,,
469,,28338.0,"пер. Тетеринский, д. 12, Москва",1067.0,1900,4,,
470,,28374.0,"ул. Тимура Фрунзе, д. 8/5, Москва",3383.0,1917,4,,
471,,28404.0,"пер. Тихвинский, д. 9, стр. 2, Москва",1821.0,1914,4,,
472,,28406.0,"пер. Тихвинский, д. 10-12, к. 2, Москва",1508.0,1929,4,,
473,,28407.0,"пер. Тихвинский, д. 10-12, к. 3, Москва",1856.0,1929,4,,
474,,28408.0,"пер. Тихвинский, д. 10-12, к. 4, Москва",1404.0,1929,4,,
475,,28411.0,"пер. Тихвинский, д. 10-12, к. 7, Москва",2579.0,1929,4,,
476,,28439.0,"пл. Тишинская, д. 3, Москва",1595.0,1890,4,,
477,,28444.0,"ул. Ткацкая, д. 33, Москва",2147.6,1954,4,,
478,,28458.0,"пер. Товарищеский, д. 20, стр. 1, Москва",1957.0,1910,4,,
479,,28459.0,"пер. Товарищеский, д. 20, стр. 2, Москва",1401.0,1910,4,,
480,,28460.0,"пер. Товарищеский, д. 20, стр. 4, Москва",1569.0,1886,4,,
481,,28470.0,"ул. Толбухина, д. 2, к. 2, Москва",1331.0,1959,4,,
482,,28471.0,"ул. Толбухина, д. 2, к. 1, Москва",1329.0,1959,4,,
483,,28473.0,"ул. Толбухина, д. 4, к. 2, Москва",1321.0,1959,4,,
484,,28474.0,"ул. Толбухина, д. 4, к. 1, Москва",2025.0,1959,4,,
485,,28501.0,"ул. Трехгорный Вал, д. 4, к. 2, Москва",3224.8,1958,4,,
487,,28511.0,"ул. Трехгорный Вал, д. 22, стр. 2, Москва",593.1,1917,4,,
488,,28537.0,"ул. Троицкая, д. 6, Москва",626.1,1908,4,,
489,,28594.0,"ул. Трубная, д. 17, стр. 1, Москва",1825.3,1876,4,,
490,,28595.0,"ул. Трубная, д. 22/1, Москва",2677.2,1888,4,,
491,,28599.0,"ул. Трубная, д. 27, стр. 4, Москва",1262.9,1903,4,1,4
492,,28601.0,"ул. Трубная, д. 29, стр. 1, Москва",981.6,1891,4,,
493,,28606.0,"пер. Трубниковский, д. 4, стр. 2, Москва",2346.3,1912,4,,
494,,28607.0,"пер. Трубниковский, д. 4, Москва",1192.5,1915,4,,
495,,28610.0,"пер. Трубниковский, д. 24, стр. 2, Москва",2201.2,1895,4,,
496,,28702.0,"ул. Угличская, д. 18, Москва",4531.0,2006,4,,
497,,28703.0,"ул. Угличская, д. 19, Москва",4815.0,2006,4,,
498,,28704.0,"ул. Угличская, д. 20, Москва",3495.0,2006,4,,
499,,28705.0,"ул. Угличская, д. 21, Москва",4852.0,2006,4,,
500,,28711.0,"пер. Угловой, д. 27, Москва",1480.0,1910,4,,
501,,28932.0,"ул. Уткина, д. 44А, Москва",974.3,1956,4,,
502,,29014.0,"ул. Фабрициуса, д. 34, к. 1, Москва",2673.0,1959,4,,
503,,29016.0,"ул. Фабрициуса, д. 38, к. 1, Москва",2026.0,1958,4,,
504,,29402.0,"ул. Флотская, д. 80/7, Москва",4414.3,1956,4,,
505,,29403.0,"ул. Флотская, д. 82/6, Москва",2972.6,1957,4,,
506,,29404.0,"ул. Флотская, д. 90, Москва",1305.0,1960,4,,
507,,29405.0,"ул. Флотская, д. 92, Москва",3029.5,1960,4,,
508,,29462.0,"ул. Фортунатовская, д. 26, Москва",1033.7,1956,4,,
509,,29484.0,"ул. Фридриха Энгельса, д. 63, стр. 1, Москва",627.2,1917,4,,
510,,29498.0,"наб. Фрунзенская, д. 10, Москва",3005.0,1922,4,,
512,,29540.0,"пер. Фурманный, д. 3, Москва",813.3,1917,4,,
513,,29541.0,"пер. Фурманный, д. 5, Москва",961.0,1917,4,,
515,,29543.0,"пер. Фурманный, д. 7, Москва",1185.5,1912,4,,
516,,29552.0,"пер. Фурманный, д. 22, стр. 2, Москва",650.0,1910,4,,
518,,29769.0,"пер. Хитровский, д. 3/1, стр. 1, Москва",2186.9,1870,4,,
519,,29777.0,"пер. Хлебный, д. 26, стр. 1, Москва",1200.0,1904,4,,
520,,29901.0,"ш. Хорошевское, д. 82, Москва",3812.0,1947,4,,
521,,29910.0,"пер. Хохловский, д. 3, стр. 1, Москва",2560.9,1860,4,2,20
522,,29915.0,"пер. Хохловский, д. 18, стр. 1, Москва",759.3,1900,4,,
523,,29931.0,"б-р. Цветной, д. 21, стр. 6, Москва",2999.0,1917,4,,
524,,29932.0,"б-р. Цветной, д. 22, стр. 4, Москва",2732.7,1913,4,,
525,,29933.0,"б-р. Цветной, д. 22, стр. 5, Москва",1664.7,1913,4,,
526,,29937.0,"б-р. Цветной, д. 28, стр. 3, Москва",2020.9,1956,4,,
