Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Телефон 1,Телефон 2,Телефон 3,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,YouTube,Широта,Долгота,2GIS URL,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
Управа района Печатники,,Администрации районов / округов городской власти,"Шоссейная улица, 86",,109383.0,,Печатники район,Москва,,Москва,Россия,"Пн: 08:00-12:00, 12:45-17:00; Вт: 08:00-12:00, 12:45-17:00; Ср: 08:00-12:00, 12:45-17:00; Чт: 08:00-12:00, 12:45-17:00; Пт: 08:00-12:00, 12:45-15:45",+03:00,84953542808 (приемная),,,http://housing.mos.ru,http://pechatniki.mos.ru,,https://twitter.com/dgi_mos,,,55.667939,37.719594,https://2gis.com/firm/4504127908957539,,,,
Управа Ломоносовского района г. Москвы,,Администрации районов / округов городской власти,"улица Кравченко, 8",,119331.0,,Ломоносовский район,Москва,,Москва,Россия,"Пн: 08:00-12:30, 13:15-17:00; Вт: 08:00-12:30, 13:15-17:00; Ср: 08:00-12:30, 13:15-17:00; Чт: 08:00-12:30, 13:15-17:00; Пт: 08:00-12:30, 13:15-15:45",+03:00,84991331467 (приемная),84957777777,84991384209,http://lomonosovsky.mos.ru,,,,,,55.676999,37.519535,https://2gis.com/firm/4504127908560281,,,,
Управа района Москворечье-Сабурово,,Администрации районов / округов городской власти,"Пролетарский проспект, 7",,115522.0,,Москворечье-Сабурово район,Москва,,Москва,Россия,"Пн: 08:00-12:00, 12:45-17:00; Вт: 08:00-12:00, 12:45-17:00; Ср: 08:00-12:00, 12:45-17:00; Чт: 08:00-12:00, 12:45-17:00; Пт: 08:00-12:00, 12:45-15:45",+03:00,84993236226,,,http://moskvoreche-saburovo.mos.ru,,,,,,55.645742,37.657557,https://2gis.com/firm/4504127908565556,,,,
Управа района Сокол,,Администрации районов / округов городской власти,"Шишкина, 7",2 этаж,125080.0,Сокол пос.,Сокол район,Москва,,Москва,Россия,"Пн: 08:00-12:00, 12:45-17:00; Вт: 08:00-12:00, 12:45-17:00; Ср: 08:00-12:00, 12:45-17:00; Чт: 08:00-12:00, 12:45-17:00; Пт: 08:00-12:00, 12:45-15:45",+03:00,84991580922,84991586981 (приемная),84991989329 (канцелярия),http://sokol.mos.ru,,,,,,55.804767,37.50338,https://2gis.com/firm/4504127908532200,,,,
Управа района Выхино-Жулебино,,Администрации районов / округов городской власти,"Рязанский проспект, 64 к2",1 этаж,109542.0,,Выхино-Жулебино район,Москва,,Москва,Россия,"Пн: 08:00-12:00, 13:00-17:00; Вт: 08:00-12:00, 13:00-17:00; Ср: 08:00-12:00, 13:00-17:00; Чт: 08:00-12:00, 13:00-17:00; Пт: 08:00-12:00, 13:00-15:45",+03:00,84953764686 (приемная),84953760566,,http://vyhino-zhulebino.mos.ru,,,,,,55.713285,37.804927,https://2gis.com/firm/4504127908558940,,,,
Управа Нагорного района города Москвы,,Администрации районов / округов городской власти,"Болотниковская улица, 3 к2",,117556.0,,Нагорный район,Москва,,Москва,Россия,"Пн: 08:00-12:00, 12:45-17:00; Вт: 08:00-12:00, 12:45-17:00; Ср: 08:00-12:00, 12:45-17:00; Чт: 08:00-12:00, 12:45-17:00; Пт: 08:00-12:00, 12:45-15:45",+03:00,84996196308,,,http://nagorny.mos.ru,,,,,,55.656097,37.61473,https://2gis.com/firm/4504127908565605,,,,
Администрация муниципального округа Хамовники,,Администрации районов / округов городской власти,"улица Пречистенка, 14/1",1 этаж,119034.0,,Хамовники район,Москва,,Москва,Россия,"Пн: 09:00-13:00, 13:45-18:00; Вт: 09:00-13:00, 13:45-18:00; Ср: 09:00-13:00, 13:45-18:00; Чт: 09:00-13:00, 13:45-18:00; Пт: 09:00-13:00, 13:45-16:45",+03:00,84997669198,,,http://mo-hamovniki.ru,,,,,,55.743242,37.597145,https://2gis.com/firm/4504127908557119,,,,
Аппарат Совета депутатов муниципального округа Таганский,,Администрации районов / округов городской власти,"Воронцовская улица, 21",5 этаж; 4 подъезд,109147.0,,Таганский район,Москва,,Москва,Россия,"Пн: 08:00-13:00, 13:45-17:00; Вт: 08:00-13:00, 13:45-17:00; Ср: 08:00-13:00, 13:45-17:00; Чт: 08:00-13:00, 13:45-17:00; Пт: 08:00-13:00, 13:45-15:45",+03:00,84959110114,,,http://mo-taganka.ru,,,,,,55.736959,37.660181,https://2gis.com/firm/4504127908557174,,,,
Управа района Новогиреево,,Администрации районов / округов городской власти,"Зелёный проспект, 20",2 этаж,111397.0,,Новогиреево район,Москва,,Москва,Россия,"Пн: 08:00-12:00, 12:45-17:00; Вт: 08:00-12:00, 12:45-17:00; Ср: 08:00-12:00, 12:45-17:00; Чт: 08:00-12:00, 12:45-17:00; Пт: 08:00-12:00, 12:45-15:45",+03:00,84953026234,,,http://novogireevo.mos.ru,,,,,,55.750559,37.787099,https://2gis.com/firm/4504127908518937,,,,
Аппарат Совета депутатов муниципального округа Лефортово,,Администрации районов / округов городской власти,"проезд Завода Серп и Молот, 10",6 этаж,111250.0,,Лефортово район,Москва,,Москва,Россия,"Пн: 08:00-12:00, 12:45-17:00; Вт: 08:00-12:00, 12:45-17:00; Ср: 08:00-12:00, 12:45-17:00; Чт: 08:00-12:00, 12:45-17:00; Пт: 08:00-12:00, 12:45-15:45",+03:00,84953614411,,,http://www.sovmunlef.ru,http://apmunlef.ru,http://glavmunlef.ru,,,,55.753116,37.700994,https://2gis.com/firm/4504127908558412,,,,
Администрация муниципального округа Дорогомилово,,Администрации районов / округов городской власти,"площадь Победы, 1 к А",1 этаж,121170.0,,Дорогомилово район,Москва,,Москва,Россия,"Пн: 08:00-12:00, 12:45-17:00; Вт: 08:00-12:00, 12:45-17:00; Ср: 08:00-12:00, 12:45-17:00; Чт: 08:00-12:00, 12:45-17:00; Пт: 08:00-12:00, 12:45-15:45",+03:00,84991489424,,,http://dorogomilovo.info,,,,,,55.736558,37.522714,https://2gis.com/firm/4504127908519376,,,,
Управа района Кузьминки,,Администрации районов / округов городской власти,"улица Юных Ленинцев, 66 к2",1 этаж,109443.0,,Кузьминки район,Москва,,Москва,Россия,"Пн: 08:00-12:00, 12:45-17:00; Вт: 08:00-12:00, 12:45-17:00; Ср: 08:00-12:00, 12:45-17:00; Чт: 08:00-12:00, 12:45-17:00; Пт: 08:00-12:00, 12:45-15:45",+03:00,84997420411,84994720411,,http://kuzminki.mos.ru,,,,,,55.699054,37.770503,https://2gis.com/firm/4504127908949670,,,,
Управа района Измайлово г. Москвы,,Администрации районов / округов городской власти,"5-я Парковая улица, 16",1 этаж,105043.0,,Измайлово район,Москва,,Москва,Россия,"Пн: 08:00-12:30, 13:15-17:00; Вт: 08:00-12:30, 13:15-17:00; Ср: 08:00-12:30, 13:15-17:00; Чт: 08:00-12:30, 13:15-17:00; Пт: 08:00-12:30, 13:15-15:45",+03:00,84991653810 (горячая линия - круглосуточно),,,http://izmaylowo.mos.ru,,,,,,55.791358,37.788625,https://2gis.com/firm/4504127908504174,,,,
Управа Южнопортового района,,Администрации районов / округов городской власти,"улица Трофимова, 27 к1",1 этаж,115432.0,,Южнопортовый район,Москва,,Москва,Россия,"Пн: 08:00-12:00, 12:45-17:00; Вт: 08:00-12:00, 12:45-17:00; Ср: 08:00-12:00, 12:45-17:00; Чт: 08:00-12:00, 12:45-17:00; Пт: 08:00-12:00, 12:45-15:45",+03:00,84959587899 (горячая линия - пн-пт круглосуточно),,,http://uzhnoport.mos.ru,,,,,,55.702922,37.679763,https://2gis.com/firm/4504127908559477,,,,
Администрация муниципального округа Тимирязевский,,Администрации районов / округов городской власти,"Астрадамский проезд, 4",1 этаж,127206.0,,Тимирязевский район,Москва,,Москва,Россия,"Пн: 08:00-12:00, 13:00-17:00; Вт: 08:00-12:00, 13:00-17:00; Ср: 08:00-12:00, 13:00-17:00; Чт: 08:00-12:00, 13:00-17:00; Пт: 08:00-12:00, 13:00-15:45",+03:00,84997609511,84997608422,84997609211,http://www.timmun.ru,,,,,,55.811593,37.561251,https://2gis.com/firm/4504127908531051,,,,
Управа района Раменки,,Администрации районов / округов городской власти,"Мичуринский проспект, 31 к5",,119607.0,,Раменки район,Москва,,Москва,Россия,"Пн: 08:00-12:00, 12:45-17:00; Вт: 08:00-12:00, 12:45-17:00; Ср: 08:00-12:00, 12:45-17:00; Чт: 08:00-12:00, 12:45-17:00; Пт: 08:00-12:00, 12:45-15:45 (прием граждан: пн 15:00-17:00)",+03:00,84997391941,,,http://ramenki.mos.ru,,,,,,55.694647,37.498256,https://2gis.com/firm/4504127908527212,,,,
Администрация муниципального округа Гагаринский,Комиссия по делам несовершеннолетних и защите их прав,Администрации районов / округов городской власти,"Университетский проспект, 5",цокольный этаж,119296.0,,Гагаринский район,Москва,,Москва,Россия,Пн: 15:00-17:00; Чт: 08:00-16:30 (прием граждан: пн 15:00-17:00),+03:00,84956512503,,,,,,,,,55.696376,37.550952,https://2gis.com/firm/70000001054802675,,,,
Управа района Отрадное,,Администрации районов / округов городской власти,"проезд Якушкина, 4",,127273.0,,Отрадное район,Москва,,Москва,Россия,"Пн: 08:00-12:00, 13:00-17:00; Вт: 08:00-12:00, 13:00-17:00; Ср: 08:00-12:00, 13:00-17:00; Чт: 08:00-12:00, 13:00-17:00; Пт: 08:00-12:00, 13:00-15:45",+03:00,84999072108 (горячая линия: круглосуточно),,,http://otradnoe.mos.ru,,,https://twitter.com/otradnoeuprava,https://vk.com/uprava_otradnoe,,55.858538,37.611577,https://2gis.com/firm/4504127908553398,,,,
Управа района Нагатинский Затон,,Администрации районов / округов городской власти,"Коломенская набережная, 22 к2",1-2 этаж,115142.0,,Нагатинский Затон район,Москва,,Москва,Россия,"Пн: 08:00-12:00, 12:45-17:00; Вт: 08:00-12:00, 12:45-17:00; Ср: 08:00-12:00, 12:45-17:00; Чт: 08:00-12:00, 12:45-17:00; Пт: 08:00-12:00, 12:45-15:45",+03:00,84996141700 (горячая линия - круглосуточно - пн-пт),,,http://nagatinsky-zaton.mos.ru,,,,,,55.676503,37.693029,https://2gis.com/firm/4504127908565576,,,,
Управа района Северное Измайлово г. Москвы,,Администрации районов / округов городской власти,"5-я Парковая улица, 58а",1-2 этаж,105425.0,,Северное Измайлово район,Москва,,Москва,Россия,"Пн: 08:00-12:30, 13:15-17:00; Вт: 08:00-12:30, 13:15-17:00; Ср: 08:00-12:30, 13:15-17:00; Чт: 08:00-12:30, 13:15-17:00; Пт: 08:00-12:30, 13:15-15:45",+03:00,84956520968,,,http://sevizm.mos.ru,,,,,,55.804429,37.789241,https://2gis.com/firm/4504127908504289,,,,
Аппарат Совета депутатов муниципального округа Якиманка,,Администрации районов / округов городской власти,"Люсиновская улица, 27 ст2",2 этаж,115093.0,,Замоскворечье район,Москва,,Москва,Россия,"Пн: 09:00-12:00, 13:00-18:00; Вт: 09:00-12:00, 13:00-18:00; Ср: 09:00-12:00, 13:00-18:00; Чт: 09:00-12:00, 13:00-18:00; Пт: 09:00-12:00, 13:00-16:45",+03:00,84991105931,,,http://mo-yakimanka.ru,,,,https://vk.com/mo.ykimanka,,55.725218,37.623685,https://2gis.com/firm/4504127908557152,,,,
Управа Обручевского района города Москвы,,Администрации районов / округов городской власти,"Новаторов, 4 к8",1 этаж,119421.0,,Обручевский район,Москва,,Москва,Россия,"Пн: 08:00-12:30, 13:15-17:00; Вт: 08:00-12:30, 13:15-17:00; Ср: 08:00-12:30, 13:15-17:00; Чт: 08:00-12:30, 13:15-17:00; Пт: 08:00-12:30, 13:15-15:45",+03:00,84959359060 (приемная),84959362380,84959362210,,,,,,,55.665338,37.517261,https://2gis.com/firm/4504127908560361,,,,
